Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose,Bivalent Booster 1
11/27/2021,Fayette,65,43,123,,
06/18/2022,Lancaster,16,18,22,76,
12/29/2020,Somerset,57,,,,
12/29/2020,Sullivan,5,,,,
12/29/2020,Susquehanna,81,,,,
12/29/2020,Tioga,74,,,,
04/01/2021,Bedford,277,78,,,
10/25/2021,Blair,141,73,541,,
12/29/2020,Warren,15,,,,
04/08/2022,Huntingdon,17,4,12,61,
12/29/2020,Wayne,42,,,,
01/26/2022,Lehigh,185,153,459,,
10/14/2022,Berks,23,28,,,773
02/04/2022,Erie,51,133,108,,
12/30/2020,Adams,111,,,,
11/20/2022,Cameron,,,,,1
12/30/2020,Armstrong,133,,,,
03/23/2021,Luzerne,2005,534,,,
12/30/2020,Bedford,95,,,,
09/16/2022,Clarion,1,,,,82
12/30/2020,Blair,225,,,,
11/15/2022,Columbia,9,9,,,92
03/31/2021,Juniata,51,46,,,
09/14/2021,Westmoreland,201,211,81,,
08/25/2021,Wayne,46,45,5,,
12/30/2020,Cameron,13,,,,
09/30/2021,Fayette,119,67,358,,
02/19/2021,Lehigh,1666,1448,,,
12/30/2020,Clarion,32,,,,
11/09/2021,Montgomery,2886,365,3253,,
12/30/2020,Clinton,60,,,,
10/12/2021,Berks,205,207,365,,
03/17/2021,Jefferson,105,299,,,
03/30/2022,Erie,35,58,52,153,
01/12/2022,Dauphin,344,156,633,,
07/25/2022,Crawford,7,4,13,22,
12/30/2020,Elk,183,,,,
09/09/2021,Adams,71,71,54,,
12/30/2020,Fayette,158,,,,
12/30/2020,Forest,2,,,,
12/30/2020,Franklin,56,,,,
12/30/2020,Fulton,63,,,,
12/30/2020,Greene,40,,,,
06/14/2021,Somerset,36,74,,,
12/30/2020,Juniata,44,,,,
03/31/2022,Tioga,,5,4,19,
03/19/2021,Monroe,1050,495,,,
07/05/2022,Philadelphia,374,193,203,260,
12/30/2020,Mckean,109,,,,
12/30/2020,Mercer,274,,,,
03/31/2021,Cambria,259,181,,,
06/05/2021,Erie,218,603,,,
12/29/2020,Luzerne,700,1,,,
06/13/2022,Out-of-State,147,65,57,40,
12/30/2020,Perry,47,,,,
12/30/2020,Potter,28,,,,
01/31/2021,Union,45,27,,,
03/16/2022,Monroe,25,17,25,,
06/01/2021,Out-of-State,911,1398,,,
12/30/2020,Sullivan,6,,,,
04/15/2021,Bucks,3940,4156,,,
12/30/2020,Union,112,,,,
11/09/2021,Franklin,102,85,358,,
03/26/2021,Crawford,458,1057,,,
12/30/2020,Wayne,105,,,,
01/21/2021,Monroe,611,95,,,
12/30/2020,Wyoming,51,,,,
12/31/2020,Adams,38,,,,
12/31/2020,Armstrong,25,,,,
05/24/2022,Cumberland,60,47,65,242,
12/31/2020,Bedford,3,,,,
01/26/2022,York,214,230,469,,
12/31/2020,Bradford,4,,,,
05/13/2021,Carbon,123,263,,,
12/31/2020,Cameron,5,,,,
01/05/2021,Butler,435,6,,,
12/31/2020,Centre,57,,,,
12/31/2020,Clarion,3,,,,
09/18/2022,Out-of-State,19,7,,,296
12/31/2020,Clinton,5,,,,
12/31/2020,Columbia,47,,,,
08/04/2022,Lawrence,17,3,11,16,
11/18/2021,Warren,66,42,411,,
12/31/2020,Delaware,392,4,,,
12/31/2020,Elk,29,,,,
09/12/2022,Wayne,3,6,,,44
12/31/2020,Forest,1,,,,
12/31/2020,Franklin,96,1,,,
12/31/2020,Fulton,1,,,,
12/31/2020,Greene,13,,,,
12/31/2020,Huntingdon,11,,,,
04/27/2022,York,41,48,87,415,
12/31/2020,Jefferson,9,,,,
12/31/2020,Juniata,6,,,,
12/18/2021,Lackawanna,128,71,372,,
04/21/2022,Philadelphia,270,255,414,804,
12/31/2020,Lawrence,136,,,,
12/31/2020,Lebanon,152,,,,
02/28/2021,Montgomery,1085,1046,,,
12/31/2020,Luzerne,257,,,,
02/01/2021,Clarion,76,8,,,
12/31/2020,Mckean,23,,,,
02/19/2022,Bucks,108,78,206,,
12/31/2020,Mifflin,28,,,,
02/16/2021,Butler,591,392,,,
11/03/2021,Mercer,83,60,472,,
12/31/2020,Montour,39,,,,
10/31/2022,Cambria,2,2,,,166
12/31/2020,Northumberland,26,,,,
12/31/2020,Perry,21,,,,
01/03/2022,Cambria,101,71,204,,
12/31/2020,Pike,35,,,,
12/31/2020,Potter,1,,,,
10/01/2022,Delaware,21,8,4,,831
12/31/2020,Somerset,14,,,,
03/07/2021,Beaver,49,80,,,
12/31/2020,Venango,2,,,,
12/31/2020,Warren,35,,,,
04/11/2022,York,51,88,109,421,
12/31/2020,Wayne,94,,,,
05/15/2021,Chester,1933,1912,,,
12/31/2020,Wyoming,21,,,,
10/06/2021,Lackawanna,81,95,276,,
01/01/2021,Adams,7,,,,
07/02/2021,Centre,49,95,,,
01/01/2021,Armstrong,10,,,,
07/18/2022,Bucks,115,118,135,371,
01/01/2021,Bedford,2,,,,
01/01/2021,Berks,20,1,,,
10/09/2021,Clearfield,19,27,19,,
01/01/2021,Butler,16,,,,
01/01/2021,Cambria,14,1,,,
12/29/2020,Out-of-State,1994,,,,
05/17/2022,Montgomery,100,169,164,616,
01/01/2021,Clarion,2,,,,
01/01/2021,Columbia,7,,,,
01/01/2021,Crawford,8,,,,
01/01/2021,Dauphin,19,,,,
01/01/2021,Elk,4,1,,,
01/01/2021,Erie,15,1,,,
01/01/2021,Fayette,8,1,,,
01/01/2021,Franklin,11,,,,
02/06/2022,Northumberland,14,10,22,,
01/01/2021,Indiana,31,2,,,
01/01/2021,Jefferson,4,,,,
01/01/2021,Juniata,4,,,,
03/02/2021,Snyder,239,106,,,
01/01/2021,Lawrence,4,,,,
01/01/2021,Lebanon,11,,,,
03/11/2021,Montgomery,5141,3217,,,
01/01/2021,Mckean,3,,,,
10/25/2022,Northumberland,3,3,,,206
01/24/2021,Blair,250,338,,,
01/02/2021,Allegheny,663,,,,
01/01/2021,Montour,2,,,,
07/26/2021,Out-of-State,496,240,,,
01/01/2021,Northumberland,5,,,,
01/01/2021,Perry,5,1,,,
04/27/2022,Bucks,97,150,137,580,
01/01/2021,Potter,1,,,,
01/01/2021,Schuylkill,8,,,,
01/01/2021,Somerset,62,,,,
04/07/2021,Northampton,1324,1299,,,
01/01/2021,Union,7,,,,
01/01/2021,Venango,2,,,,
01/01/2021,Warren,5,,,,
09/25/2021,Lawrence,34,49,35,,
12/06/2021,Berks,371,291,1163,,
01/01/2021,York,46,,,,
01/02/2021,Adams,109,,,,
08/25/2021,Lycoming,116,63,9,,
01/02/2021,Armstrong,17,,,,
01/02/2021,Beaver,126,,,,
01/02/2021,Bedford,4,,,,
12/18/2020,Dauphin,31,,,,
01/02/2021,Bradford,43,,,,
11/16/2021,Lycoming,137,67,368,,
04/24/2021,Perry,352,110,,,
11/19/2022,Juniata,,,,,11
01/02/2021,Carbon,22,,,,
08/30/2021,Lancaster,321,370,79,,
01/02/2021,Clarion,94,,,,
01/02/2021,Clearfield,26,,,,
01/02/2021,Clinton,3,1,,,
12/09/2021,Clarion,26,20,133,,
01/02/2021,Crawford,616,,,,
03/13/2021,Clarion,25,140,,,
01/02/2021,Dauphin,71,,,,
06/07/2022,Philadelphia,196,188,212,330,
01/02/2021,Elk,2,,,,
01/02/2021,Erie,157,,,,
01/02/2021,Fayette,95,,,,
01/02/2021,Forest,2,,,,
01/02/2021,Franklin,175,1,,,
01/02/2021,Fulton,4,,,,
01/02/2021,Greene,2,,,,
06/20/2022,Westmoreland,22,22,57,97,
01/02/2021,Indiana,13,,,,
01/02/2021,Jefferson,178,,,,
01/02/2021,Juniata,3,,,,
09/01/2021,Berks,238,351,86,,
01/05/2021,Columbia,339,,,,
09/27/2022,Clearfield,2,2,,,102
01/02/2021,Lebanon,368,,,,
05/17/2021,Clinton,55,36,,,
04/18/2022,Fayette,9,17,16,93,
01/22/2021,Bradford,362,4,,,
01/02/2021,Mckean,2,,,,
01/02/2021,Mercer,55,,,,
01/02/2021,Mifflin,6,,,,
01/02/2021,Monroe,61,,,,
01/23/2021,Blair,191,297,,,
01/02/2021,Perry,5,,,,
01/19/2021,Dauphin,368,401,,,
01/02/2021,Pike,5,,,,
01/02/2021,Potter,2,,,,
03/21/2021,Luzerne,601,89,,,
01/02/2021,Snyder,14,9,,,
01/02/2021,Somerset,15,,,,
11/12/2022,Beaver,,,,,232
01/02/2021,Susquehanna,13,,,,
01/02/2021,Tioga,21,,,,
01/02/2021,Union,69,60,,,
01/02/2021,Venango,21,,,,
03/16/2021,Allegheny,9311,5314,,,
01/02/2021,Wayne,8,,,,
01/02/2021,Westmoreland,95,,,,
01/02/2021,Wyoming,13,,,,
08/09/2022,Northumberland,8,10,11,51,
01/03/2021,Adams,10,,,,
01/03/2021,Armstrong,13,,,,
10/22/2021,Westmoreland,247,182,1087,,
01/03/2021,Bedford,34,,,,
07/31/2021,Montgomery,435,322,,,
01/03/2021,Blair,369,,,,
01/03/2021,Bradford,3,,,,
02/26/2021,Dauphin,614,706,,,
01/03/2021,Butler,126,,,,
01/03/2021,Cambria,62,,,,
02/23/2021,Lycoming,121,156,,,
01/03/2021,Centre,29,1,,,
01/24/2022,York,171,207,434,,
03/31/2021,Washington,1841,808,,,
01/03/2021,Clearfield,7,,,,
03/25/2021,Washington,1815,1164,,,
01/03/2021,Columbia,170,,,,
01/03/2021,Crawford,33,,,,
01/03/2021,Cumberland,53,1,,,
05/20/2022,Delaware,103,127,188,487,
01/03/2021,Erie,28,1,,,
01/03/2021,Fayette,11,,,,
01/03/2021,Forest,4,,,,
01/03/2021,Fulton,3,,,,
01/03/2021,Greene,1,,,,
03/12/2021,Bucks,2966,2779,,,
01/03/2021,Indiana,9,,,,
01/03/2021,Jefferson,1,,,,
01/03/2021,Juniata,1,1,,,
01/03/2021,Lawrence,4,,,,
01/03/2021,Lebanon,292,1,,,
09/21/2021,Wyoming,10,18,4,,
02/11/2021,Westmoreland,1408,706,,,
01/03/2021,Lycoming,94,4,,,
04/20/2022,Centre,13,18,21,294,
05/11/2021,Berks,834,2145,,,
01/03/2021,Montour,112,4,,,
09/24/2021,Lehigh,269,488,250,,
01/03/2021,Northumberland,88,11,,,
11/02/2022,Cumberland,10,6,,,547
09/09/2021,Berks,284,364,48,,
11/02/2021,Allegheny,1338,549,5401,,
01/03/2021,Potter,1,,,,
01/03/2021,Schuylkill,188,,,,
01/03/2021,Snyder,24,4,,,
01/03/2021,Somerset,6,,,,
01/03/2021,Sullivan,2,,,,
01/03/2021,Susquehanna,5,,,,
01/03/2021,Tioga,6,,,,
01/03/2021,Union,31,29,,,
01/03/2021,Venango,4,,,,
01/03/2021,Warren,1,,,,
01/03/2021,Washington,44,,,,
08/22/2021,Westmoreland,104,122,18,,
01/03/2021,Wyoming,14,,,,
01/03/2021,York,241,,,,
09/28/2022,Franklin,11,4,1,,117
01/04/2021,Bedford,33,,,,
01/04/2021,Blair,128,,,,
01/04/2021,Bradford,50,,,,
06/26/2021,Fayette,31,49,,,
03/20/2021,Monroe,1466,382,,,
12/19/2021,Chester,557,334,692,,
01/04/2021,Cameron,21,,,,
01/04/2021,Carbon,95,,,,
05/18/2022,Delaware,102,134,154,356,
01/04/2021,Clarion,7,,,,
01/04/2021,Clearfield,18,,,,
01/06/2021,Dauphin,398,13,,,
10/25/2022,Montgomery,75,79,,,2382
01/04/2021,Crawford,35,2,,,
03/31/2021,Cumberland,2420,1106,,,
05/18/2021,Washington,464,818,,,
01/04/2021,Elk,96,1,,,
11/08/2021,Venango,29,18,77,,
10/20/2022,Fayette,1,5,,,186
01/04/2021,Forest,2,,,,
01/04/2021,Franklin,73,10,,,
01/04/2021,Greene,19,,,,
01/04/2021,Huntingdon,9,,,,
11/02/2022,Lancaster,30,22,,,899
01/04/2021,Jefferson,8,,,,
01/04/2021,Juniata,12,,,,
09/14/2021,Pike,50,31,7,,
08/27/2022,Philadelphia,130,130,104,88,
02/24/2021,Crawford,910,50,,,
08/18/2021,Centre,108,333,45,,
03/14/2021,Northampton,499,971,,,
01/04/2021,Mckean,155,,,,
01/04/2021,Mercer,72,,,,
11/23/2021,Cumberland,637,184,892,,
06/15/2022,Lebanon,15,16,23,145,
01/04/2021,Perry,40,1,,,
09/07/2021,Lackawanna,112,178,71,,
01/04/2021,Pike,14,,,,
01/04/2021,Potter,3,,,,
01/04/2021,Schuylkill,253,1,,,
01/04/2021,Somerset,184,1,,,
01/04/2021,Sullivan,3,,,,
10/11/2021,Schuylkill,61,70,88,,
01/04/2021,Tioga,12,,,,
04/09/2021,Cumberland,1685,1452,,,
01/04/2021,Warren,71,,,,
08/23/2021,Chester,362,420,109,,
01/04/2021,Wayne,58,,,,
10/27/2022,Westmoreland,14,11,,,743
04/17/2021,Cumberland,1277,2016,,,
12/02/2021,Bradford,94,54,173,,
01/05/2021,Adams,37,2,,,
06/13/2022,Northampton,37,16,52,120,
12/10/2021,Sullivan,4,5,21,,
12/17/2020,Lancaster,15,,,,
01/05/2021,Bedford,18,,,,
07/30/2022,York,27,9,25,41,
01/05/2021,Bradford,94,,,,
01/05/2021,Bucks,1133,149,,,
11/01/2022,Beaver,5,4,,,276
10/13/2022,Mifflin,,1,,,99
01/05/2021,Cameron,11,,,,
01/05/2021,Carbon,92,,,,
12/29/2020,Wyoming,32,,,,
03/18/2021,York,1884,1663,,,
10/07/2022,Somerset,4,1,,,96
02/28/2021,Out-of-State,623,714,,,
01/05/2021,Clinton,45,,,,
11/18/2022,Forest,,3,,,7
01/05/2021,Crawford,34,19,,,
04/10/2022,Out-of-State,116,75,30,20,
12/23/2021,Cumberland,447,216,659,,
01/05/2021,Fayette,157,,,,
01/05/2021,Forest,2,,,,
01/05/2021,Franklin,82,57,,,
01/05/2021,Fulton,2,,,,
01/05/2021,Greene,9,,,,
01/05/2021,Huntingdon,41,,,,
11/14/2021,Lebanon,97,15,129,,
01/05/2021,Jefferson,220,,,,
03/01/2022,Chester,88,92,140,,
06/18/2022,Lackawanna,10,3,12,28,
07/15/2021,Out-of-State,283,342,,,
05/07/2021,Adams,224,698,,,
10/09/2022,Wyoming,,,,,14
05/07/2021,Carbon,113,314,,,
03/02/2021,York,1300,1001,,,
01/05/2021,Mckean,175,1,,,
11/03/2022,Centre,13,7,,,239
08/15/2022,Wyoming,,,5,2,
05/05/2022,Sullivan,1,2,5,29,
11/27/2021,Erie,158,95,322,,
12/22/2020,Somerset,78,,,,
01/05/2021,Northumberland,230,,,,
11/30/2021,Monroe,109,175,323,,
11/16/2022,Delaware,39,45,1,,838
01/05/2021,Pike,27,,,,
01/05/2021,Potter,10,1,,,
04/20/2021,Lebanon,304,490,,,
01/14/2022,Montgomery,1133,399,2716,,
01/05/2021,Sullivan,50,,,,
01/05/2021,Tioga,73,,,,
04/13/2021,Northumberland,257,500,,,
01/05/2021,Venango,8,1,,,
01/05/2021,Warren,122,,,,
01/05/2021,Wayne,74,,,,
10/28/2022,Wyoming,,,,,56
05/24/2021,Dauphin,438,687,,,
01/06/2021,Adams,289,22,,,
04/11/2022,Berks,57,74,107,463,
01/06/2021,Armstrong,86,17,,,
04/27/2022,Northampton,37,28,22,169,
01/06/2021,Bedford,37,1,,,
12/09/2021,Carbon,50,34,146,,
11/03/2021,Allegheny,1429,573,5318,,
01/06/2021,Bradford,87,1,,,
07/30/2021,Adams,98,45,,,
05/28/2021,Westmoreland,349,639,,,
03/05/2021,Huntingdon,192,169,,,
01/06/2021,Cameron,15,,,,
08/11/2022,Mercer,6,15,13,33,
10/18/2022,Wayne,,1,,,94
02/02/2022,Monroe,44,68,79,,
04/05/2021,Dauphin,487,1340,,,
08/26/2022,Beaver,64,13,23,48,
05/08/2022,Armstrong,,2,1,8,
01/06/2021,Crawford,519,81,,,
05/21/2022,Lackawanna,11,19,24,139,
12/30/2021,Mercer,94,74,218,,
02/19/2021,Clarion,134,86,,,
01/06/2021,Elk,318,6,,,
01/27/2022,Union,10,13,19,,
01/06/2021,Forest,4,1,,,
10/24/2022,Luzerne,7,9,,,523
01/06/2021,Fulton,1,,,,
01/06/2021,Greene,20,3,,,
01/06/2021,Huntingdon,44,1,,,
01/11/2022,Franklin,73,53,168,,
01/06/2021,Juniata,83,8,,,
08/01/2022,Berks,52,26,46,113,
09/04/2022,Allegheny,31,18,5,,53
01/06/2021,Mckean,97,,,,
01/06/2021,Mifflin,23,29,,,
03/27/2021,Clearfield,66,40,,,
11/04/2021,Wayne,47,24,133,,
01/06/2021,Montour,111,3,,,
05/19/2021,Monroe,516,822,,,
01/06/2021,Perry,44,2,,,
06/22/2022,Delaware,171,66,161,189,
01/06/2021,Potter,4,,,,
08/25/2021,Cambria,117,91,17,,
01/06/2021,Somerset,63,4,,,
01/06/2021,Sullivan,7,,,,
07/16/2022,Lycoming,12,3,2,15,
01/06/2021,Tioga,21,,,,
05/18/2021,Luzerne,935,1177,,,
04/24/2021,Montgomery,6340,4287,,,
10/06/2022,Montour,,,,,53
03/30/2021,Cumberland,1153,904,,,
01/07/2021,Adams,42,5,,,
01/08/2022,Westmoreland,185,104,306,,
11/12/2021,Lebanon,205,77,363,,
01/07/2021,Bedford,32,3,,,
01/19/2021,Centre,200,113,,,
10/14/2021,Lackawanna,83,90,440,,
01/07/2021,Bradford,65,2,,,
06/27/2021,Pike,11,22,,,
01/26/2021,Juniata,78,12,,,
04/30/2021,Centre,261,561,,,
01/07/2021,Cameron,4,,,,
04/26/2021,Monroe,611,802,,,
01/28/2021,Lebanon,526,261,,,
01/07/2021,Chester,1072,194,,,
01/07/2021,Clearfield,196,,,,
08/22/2022,Montgomery,187,139,148,104,
04/05/2021,Lebanon,353,414,,,
04/28/2021,Out-of-State,1981,3620,,,
01/07/2021,Fayette,84,68,,,
01/07/2021,Forest,4,1,,,
06/05/2021,Delaware,511,1783,,,
01/07/2021,Fulton,2,,,,
01/07/2021,Greene,14,3,,,
01/07/2021,Indiana,30,1,,,
08/15/2021,Clearfield,21,20,1,,
02/15/2021,Fayette,135,68,,,
10/25/2022,Bucks,41,31,,,1478
10/07/2022,Wayne,2,1,,,120
04/02/2021,Dauphin,1436,1090,,,
12/12/2021,Lycoming,37,31,97,,
01/04/2021,Snyder,37,10,,,
10/18/2022,Juniata,3,5,,,62
01/07/2021,Mifflin,9,15,,,
02/23/2022,Chester,142,139,158,,
12/04/2021,Adams,62,67,193,,
01/17/2021,Centre,14,18,,,
01/07/2021,Perry,157,2,,,
02/28/2021,Lancaster,1405,149,,,
01/07/2021,Pike,28,1,,,
01/07/2021,Potter,5,26,,,
09/05/2021,Washington,68,74,8,,
02/04/2022,Luzerne,49,90,110,,
01/07/2021,Somerset,164,55,,,
01/07/2021,Sullivan,4,,,,
03/29/2021,Montgomery,3696,3077,,,
06/18/2021,Adams,65,211,,,
01/07/2021,Warren,139,3,,,
03/31/2021,Somerset,247,67,,,
01/31/2021,York,674,63,,,
04/01/2022,Juniata,1,1,7,8,
11/16/2022,Butler,9,7,,,360
01/08/2021,Bedford,69,21,,,
05/16/2021,Northampton,310,623,,,
02/03/2021,Schuylkill,662,278,,,
01/08/2021,Bradford,172,73,,,
09/11/2021,Lycoming,41,54,2,,
05/11/2022,Crawford,7,13,31,77,
04/12/2021,Bradford,38,34,,,
01/08/2021,Cameron,6,1,,,
04/08/2021,Montour,41,85,,,
01/27/2021,Warren,106,96,,,
02/20/2022,Westmoreland,24,35,34,,
01/08/2021,Clearfield,220,197,,,
04/29/2021,Butler,614,1121,,,
04/11/2021,Cumberland,171,464,,,
10/24/2021,Beaver,90,56,780,,
09/28/2022,Somerset,4,6,,,160
10/08/2022,Clinton,,1,,,20
12/18/2020,Lackawanna,134,,,,
04/12/2021,Dauphin,1017,1516,,,
01/08/2021,Forest,3,10,,,
01/28/2022,Lackawanna,117,111,213,,
01/08/2021,Fulton,26,2,,,
01/08/2021,Greene,130,10,,,
06/22/2022,Bradford,2,2,3,34,
10/18/2022,Out-of-State,61,53,,,960
10/31/2022,Philadelphia,321,245,333,,1466
05/30/2022,Chester,4,9,9,41,
01/08/2021,Lebanon,114,17,,,
02/07/2022,Monroe,35,44,67,,
04/30/2021,Out-of-State,2016,3013,,,
12/30/2021,Chester,923,311,1735,,
01/08/2021,Mckean,46,8,,,
10/07/2022,Columbia,1,2,,,136
07/07/2022,Franklin,36,15,32,54,
02/02/2021,Out-of-State,1445,1117,,,
03/22/2021,Beaver,454,172,,,
05/11/2021,Luzerne,483,1001,,,
05/20/2022,Luzerne,60,75,53,299,
01/08/2021,Perry,114,4,,,
05/28/2022,Montgomery,92,98,209,368,
01/08/2021,Pike,31,3,,,
09/26/2022,Bucks,35,51,27,,1676
10/11/2022,Centre,8,14,3,,337
10/03/2022,Washington,11,11,3,,411
01/08/2021,Somerset,49,78,,,
01/08/2021,Sullivan,7,,,,
01/08/2021,Susquehanna,148,2,,,
10/21/2021,Pike,24,22,39,,
01/08/2021,Venango,24,91,,,
01/08/2021,Warren,14,14,,,
11/13/2021,Dauphin,277,80,470,,
11/13/2021,Clinton,24,9,37,,
04/19/2021,Montgomery,4145,4644,,,
05/01/2021,Mifflin,82,129,,,
09/07/2022,Cumberland,18,15,10,,146
01/09/2021,Adams,80,11,,,
01/09/2021,Armstrong,22,26,,,
01/09/2021,Bedford,3,,,,
04/25/2021,Snyder,12,24,,,
01/09/2021,Blair,15,5,,,
01/09/2021,Bradford,,1,,,
01/09/2021,Butler,93,67,,,
01/09/2021,Cambria,4,11,,,
01/09/2021,Carbon,77,24,,,
10/19/2021,Chester,329,175,756,,
03/19/2022,Out-of-State,92,34,41,,
01/09/2021,Clarion,8,3,,,
01/09/2021,Clearfield,9,2,,,
01/09/2021,Clinton,10,9,,,
10/10/2022,Lebanon,4,3,,,290
10/29/2021,Clinton,26,19,154,,
05/26/2021,Butler,226,301,,,
01/09/2021,Elk,1,,,,
01/09/2021,Fayette,9,89,,,
01/09/2021,Forest,3,4,,,
01/09/2021,Franklin,53,76,,,
01/09/2021,Fulton,33,,,,
01/09/2021,Greene,3,,,,
01/09/2021,Huntingdon,135,5,,,
01/25/2022,Bedford,13,7,22,,
01/09/2021,Jefferson,2,1,,,
01/09/2021,Juniata,90,3,,,
09/06/2022,York,38,22,3,,74
05/24/2021,Westmoreland,339,412,,,
01/09/2021,Lawrence,10,6,,,
01/09/2021,Lebanon,170,58,,,
10/11/2021,Chester,261,183,606,,
01/09/2021,Lycoming,53,16,,,
09/16/2021,Crawford,45,33,15,,
04/08/2021,Clarion,134,248,,,
09/22/2021,Lackawanna,111,110,54,,
05/05/2021,Lackawanna,428,771,,,
01/09/2021,Perry,11,,,,
12/28/2020,Lehigh,1409,1,,,
10/17/2021,Cambria,23,31,61,,
03/30/2021,Sullivan,14,3,,,
12/01/2021,Snyder,39,21,173,,
01/09/2021,Sullivan,,1,,,
01/09/2021,Susquehanna,27,2,,,
01/09/2021,Venango,45,47,,,
01/09/2021,Warren,16,15,,,
08/11/2022,Delaware,160,119,145,136,
01/09/2021,Wayne,162,8,,,
11/24/2021,Out-of-State,1888,285,624,,
06/24/2021,Carbon,49,81,,,
04/23/2022,Greene,8,1,2,4,
04/28/2022,Montgomery,103,180,218,825,
04/05/2021,Franklin,608,575,,,
04/24/2021,Philadelphia,6743,4791,,,
09/14/2022,Westmoreland,12,8,2,,577
01/10/2021,Bedford,1,,,,
09/15/2022,Franklin,11,11,,,109
01/10/2021,Blair,4,5,,,
01/10/2021,Bradford,4,1,,,
01/10/2021,Cambria,10,5,,,
02/26/2021,Armstrong,209,366,,,
05/01/2021,Pike,89,487,,,
01/10/2021,Clarion,1,4,,,
10/13/2021,Schuylkill,52,82,251,,
01/10/2021,Clinton,2,7,,,
03/20/2021,Mifflin,134,47,,,
01/10/2021,Crawford,91,1,,,
10/19/2022,Centre,15,8,,,376
08/09/2021,Dauphin,254,138,,,
01/10/2021,Erie,246,58,,,
01/10/2021,Franklin,11,2,,,
01/10/2021,Huntingdon,2,5,,,
01/10/2021,Indiana,35,5,,,
01/10/2021,Jefferson,1,,,,
01/10/2021,Juniata,17,4,,,
10/31/2022,Northampton,16,6,,,528
01/10/2021,Lawrence,9,6,,,
03/29/2021,Carbon,197,145,,,
09/10/2022,Franklin,1,8,,,22
04/10/2022,Chester,64,82,76,318,
01/10/2021,Mercer,7,1,,,
01/10/2021,Mifflin,6,30,,,
02/17/2021,Huntingdon,486,52,,,
02/05/2022,Lackawanna,52,76,66,,
10/19/2022,Mifflin,1,1,,,123
10/05/2021,Adams,49,58,111,,
01/10/2021,Pike,8,2,,,
01/10/2021,Snyder,24,11,,,
02/18/2021,Crawford,69,100,,,
01/10/2021,Sullivan,3,1,,,
01/10/2021,Susquehanna,13,3,,,
01/10/2021,Tioga,2,2,,,
01/10/2021,Union,21,16,,,
01/10/2021,Venango,1,3,,,
01/10/2021,Warren,1,,,,
01/10/2021,Wayne,16,5,,,
11/01/2022,Huntingdon,,2,,,90
01/10/2021,Wyoming,7,5,,,
01/11/2021,Adams,144,63,,,
10/04/2022,Butler,6,6,5,,363
01/11/2021,Armstrong,79,78,,,
03/04/2021,Lancaster,2243,1233,,,
04/06/2022,Lebanon,24,13,26,99,
03/26/2021,Forest,13,30,,,
06/22/2022,Washington,28,13,40,68,
01/11/2021,Bradford,124,96,,,
01/05/2021,Lackawanna,844,8,,,
04/27/2021,Berks,1569,1664,,,
03/10/2021,Lackawanna,801,1017,,,
08/10/2022,Monroe,10,11,14,19,
02/13/2021,Mercer,388,65,,,
02/22/2021,Luzerne,198,930,,,
04/25/2021,Lancaster,750,306,,,
10/16/2022,Cumberland,1,4,,,200
03/03/2021,Berks,1362,738,,,
08/30/2022,Philadelphia,246,266,152,132,
06/07/2021,Cumberland,177,442,,,
01/11/2021,Forest,3,6,,,
01/11/2021,Fulton,2,1,,,
01/11/2021,Greene,11,8,,,
01/26/2022,Centre,95,59,222,,
11/15/2022,Centre,14,14,,,253
01/11/2021,Juniata,6,16,,,
02/02/2021,Luzerne,603,633,,,
03/10/2021,Mifflin,65,225,,,
02/20/2021,Erie,270,418,,,
02/26/2021,Crawford,65,100,,,
01/26/2022,Monroe,80,51,103,,
06/06/2021,Chester,300,1029,,,
04/22/2021,Lackawanna,931,1305,,,
05/05/2021,Allegheny,2511,7607,,,
04/14/2021,Venango,104,81,,,
01/11/2021,Mifflin,15,44,,,
10/08/2022,Armstrong,2,,,,40
04/25/2022,Crawford,4,6,5,34,
12/19/2021,Luzerne,110,55,273,,
03/06/2021,Washington,713,574,,,
01/11/2021,Perry,49,14,,,
01/11/2021,Potter,3,34,,,
05/18/2022,Berks,68,77,80,337,
01/11/2021,Somerset,115,87,,,
01/11/2021,Sullivan,2,3,,,
01/11/2021,Susquehanna,35,8,,,
08/14/2021,Out-of-State,452,252,20,,
01/11/2021,Union,19,26,,,
10/22/2022,Lawrence,,3,,,63
02/06/2022,Bucks,99,186,147,,
01/11/2021,Wayne,43,9,,,
01/08/2021,Erie,546,513,,,
05/28/2021,Huntingdon,41,99,,,
02/23/2021,Blair,238,249,,,
04/26/2022,Berks,38,63,54,319,
07/17/2021,Dauphin,109,207,,,
11/22/2022,Bradford,1,,,,33
06/07/2022,Montgomery,95,88,190,351,
01/12/2021,Bedford,120,17,,,
04/06/2022,Clearfield,5,4,10,40,
02/12/2022,Montgomery,182,213,277,,
01/12/2021,Bradford,112,75,,,
11/13/2022,Armstrong,1,,,,17
03/16/2021,Franklin,432,496,,,
01/12/2021,Cameron,9,5,,,
12/11/2021,Bucks,629,1032,1348,,
03/19/2021,Wayne,676,181,,,
07/22/2022,Blair,8,14,14,58,
06/30/2021,Delaware,428,658,,,
02/23/2022,Schuylkill,31,28,50,,
03/25/2021,Northumberland,406,254,,,
07/26/2022,Beaver,24,17,19,54,
11/10/2022,York,25,27,,,671
