Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose,Bivalent Booster 1
12/27/2021,Clarion,11,17,30,,
05/03/2022,Lawrence,5,7,11,47,
05/03/2022,Lebanon,21,16,18,62,
07/17/2021,Centre,47,43,,,
08/27/2021,Juniata,13,13,3,,
05/03/2022,Mckean,3,2,9,40,
05/03/2022,Mercer,15,11,14,44,
05/06/2021,Lancaster,878,2725,,,
07/24/2022,Washington,6,2,7,23,
06/13/2021,York,71,222,,,
05/03/2022,Montour,6,2,3,10,
10/29/2021,Union,24,19,184,,
07/07/2022,Adams,20,5,12,36,
05/03/2022,Perry,4,2,7,35,
07/22/2022,Greene,8,2,4,15,
02/11/2022,Lycoming,24,50,67,,
05/03/2022,Potter,1,4,,2,
05/03/2022,Snyder,,4,,25,
02/27/2021,Monroe,269,340,,,
05/03/2022,Sullivan,,1,1,,
02/27/2021,Montour,7,144,,,
05/03/2022,Union,2,4,3,17,
05/03/2022,Warren,3,12,13,77,
03/01/2022,Monroe,40,36,71,,
05/03/2022,Wayne,3,10,8,29,
05/23/2021,Beaver,135,31,,,
06/26/2021,Philadelphia,1220,1538,,,
12/03/2021,Chester,1127,672,2660,,
05/02/2022,Montour,,2,1,36,
11/19/2022,Clearfield,,1,,,42
09/23/2021,Lancaster,250,300,119,,
09/19/2022,Delaware,57,57,24,,1238
05/04/2022,Bedford,4,5,8,25,
01/30/2021,Allegheny,3630,1601,,,
05/04/2022,Bradford,6,15,6,41,
11/02/2021,Huntingdon,29,16,86,,
12/31/2021,Wayne,29,8,54,,
01/03/2022,Crawford,57,32,87,,
04/12/2021,Mckean,2,219,,,
05/04/2022,Cameron,1,,1,2,
05/04/2022,Carbon,5,15,10,67,
03/20/2021,Beaver,356,291,,,
09/11/2021,Lancaster,224,264,39,,
06/24/2021,Lehigh,323,804,,,
01/02/2022,Montour,6,9,11,,
05/04/2022,Columbia,6,2,6,84,
01/22/2021,Erie,958,85,,,
12/22/2020,Lehigh,952,,,,
01/29/2022,Out-of-State,455,108,121,,
09/22/2022,Chester,63,75,20,,1270
05/04/2022,Fayette,12,20,25,118,
05/04/2022,Forest,1,3,2,37,
05/04/2022,Franklin,12,14,32,91,
05/04/2022,Fulton,,1,1,,
05/04/2022,Greene,4,7,14,60,
05/04/2022,Jefferson,,3,7,24,
05/04/2022,Juniata,3,1,2,10,
11/03/2022,Fayette,1,2,,,126
05/04/2022,Lawrence,12,11,11,55,
05/04/2022,Lebanon,11,15,17,93,
03/06/2021,Armstrong,255,148,,,
10/30/2022,Snyder,,,,,15
12/21/2020,Cumberland,176,,,,
10/06/2021,Schuylkill,73,103,277,,
02/04/2021,Dauphin,551,218,,,
05/06/2021,Dauphin,1052,1530,,,
04/26/2022,Somerset,9,11,12,150,
02/12/2022,Cumberland,72,109,90,,
10/09/2021,Adams,36,42,70,,
05/05/2021,Northumberland,160,458,,,
02/13/2021,Lackawanna,445,232,,,
05/04/2022,Perry,1,15,12,28,
05/18/2021,Pike,123,161,,,
01/11/2021,Clearfield,23,297,,,
05/04/2022,Potter,,5,1,10,
04/05/2021,Clearfield,285,88,,,
11/20/2022,Montour,,,,,3
05/04/2022,Somerset,8,19,13,105,
05/04/2022,Sullivan,,2,1,2,
05/04/2022,Susquehanna,,3,4,16,
05/04/2022,Tioga,5,5,6,49,
05/04/2022,Union,2,,9,31,
05/04/2022,Venango,4,5,7,15,
08/26/2022,Chester,97,81,112,77,
05/04/2022,Wayne,5,10,7,37,
04/25/2022,Carbon,13,5,14,50,
04/08/2021,Lackawanna,1278,1127,,,
11/22/2021,York,639,197,1532,,
08/06/2022,Washington,10,11,7,33,
05/05/2022,Adams,14,23,17,66,
03/03/2021,Dauphin,938,427,,,
05/05/2022,Beaver,14,18,17,60,
05/04/2022,Butler,16,22,31,137,
12/23/2021,Montgomery,1538,435,2814,,
05/05/2022,Blair,11,33,19,120,
10/27/2022,Venango,1,1,,,101
02/15/2022,Delaware,165,263,219,,
05/05/2022,Cambria,14,11,19,71,
05/05/2022,Cameron,,1,2,2,
01/19/2021,Armstrong,150,137,,,
01/14/2021,Allegheny,2978,400,,,
05/05/2022,Clarion,5,7,5,53,
05/05/2022,Clearfield,4,6,9,71,
11/11/2022,Fayette,4,3,,,200
04/14/2022,Berks,55,64,86,385,
05/05/2022,Clinton,1,5,,20,
03/09/2021,Union,55,238,,,
10/18/2021,Chester,289,172,639,,
05/11/2021,Delaware,1137,3278,,,
05/29/2022,Philadelphia,78,64,92,137,
05/05/2022,Elk,2,2,1,12,
07/21/2022,York,72,39,79,314,
05/05/2022,Forest,1,2,1,53,
11/09/2021,Lebanon,118,60,338,,
05/05/2022,Fulton,1,,,3,
05/05/2022,Greene,5,9,5,44,
09/20/2022,Delaware,82,66,21,,1016
05/05/2022,Indiana,2,5,7,39,
05/05/2022,Jefferson,3,5,7,23,
12/10/2021,Venango,54,50,112,,
02/13/2021,Out-of-State,2378,778,,,
04/02/2022,Out-of-State,223,124,33,58,
05/05/2022,Lebanon,13,11,16,43,
06/01/2022,Pike,13,9,11,37,
05/05/2022,Lycoming,11,14,25,89,
05/05/2022,Mckean,5,14,9,21,
10/09/2022,Adams,,1,1,,56
02/23/2021,Northampton,683,722,,,
04/21/2022,Allegheny,208,232,273,1299,
11/12/2021,Lancaster,659,207,2042,,
05/05/2022,Perry,6,9,8,21,
06/07/2021,Huntingdon,8,46,,,
05/05/2022,Potter,1,1,,3,
11/30/2021,Fayette,169,109,414,,
05/21/2021,Allegheny,2529,4569,,,
05/05/2022,Susquehanna,2,7,7,22,
05/05/2022,Tioga,2,9,26,30,
05/05/2022,Union,2,3,3,39,
05/05/2022,Venango,7,9,8,24,
07/07/2022,Allegheny,444,112,237,360,
01/26/2021,Luzerne,1630,958,,,
03/29/2022,Northampton,18,22,42,24,
08/14/2021,Mifflin,17,14,,,
09/06/2022,Delaware,93,53,24,,301
09/27/2021,Westmoreland,216,158,588,,
10/19/2022,Clarion,1,,,,61
05/06/2022,Armstrong,8,5,9,79,
05/06/2022,Beaver,23,30,32,138,
05/06/2022,Bedford,4,2,1,19,
02/12/2022,Dauphin,148,123,92,,
02/20/2022,Washington,14,18,22,,
05/06/2022,Bradford,7,11,12,51,
09/30/2021,Erie,236,108,671,,
06/29/2022,Out-of-State,216,69,62,36,
05/06/2022,Cambria,9,10,25,72,
05/06/2022,Cameron,,,,1,
08/20/2021,Huntingdon,48,46,8,,
05/06/2022,Clarion,7,7,3,16,
05/06/2022,Clearfield,9,9,8,27,
05/06/2022,Clinton,2,3,4,20,
01/06/2022,Butler,170,103,387,,
05/06/2022,Crawford,10,15,13,46,
03/25/2022,Lancaster,60,89,115,,
05/06/2022,Elk,4,6,5,9,
08/27/2021,Bucks,538,593,194,,
05/06/2022,Fayette,9,14,13,52,
01/27/2021,Beaver,396,174,,,
05/06/2022,Forest,1,1,1,1,
05/06/2022,Franklin,13,13,29,56,
05/06/2022,Fulton,,,2,8,
05/06/2022,Greene,2,9,7,41,
03/11/2022,Perry,4,5,7,,
02/26/2021,Allegheny,7993,5200,,,
05/06/2022,Jefferson,2,2,8,52,
05/06/2022,Juniata,3,5,1,4,
05/03/2021,Delaware,1319,3324,,,
05/06/2022,Lawrence,9,31,18,75,
03/30/2022,Franklin,14,18,24,34,
04/07/2021,Franklin,394,421,,,
10/04/2021,Chester,302,188,595,,
05/06/2022,Mckean,7,11,9,21,
05/06/2022,Mercer,14,12,15,56,
07/22/2022,Erie,65,37,36,124,
10/07/2021,Berks,244,333,424,,
05/06/2022,Montour,4,1,6,31,
11/20/2021,Lebanon,150,36,239,,
02/02/2021,Perry,96,73,,,
05/06/2022,Pike,20,12,9,31,
05/06/2022,Potter,,1,3,6,
07/06/2022,Monroe,23,9,13,15,
05/06/2022,Snyder,2,9,3,22,
05/06/2022,Somerset,8,5,12,48,
08/10/2021,Northampton,341,280,,,
05/06/2022,Susquehanna,5,2,3,20,
05/06/2022,Tioga,1,3,8,24,
05/06/2022,Union,1,4,9,26,
01/17/2022,Bucks,563,406,987,,
05/06/2022,Warren,4,3,3,34,
05/06/2022,Washington,20,22,29,133,
03/17/2022,Pike,3,5,9,,
03/30/2021,Armstrong,296,437,,,
02/11/2022,Butler,40,69,147,,
05/07/2022,Adams,9,3,8,17,
11/21/2022,Washington,4,11,,,201
05/07/2022,Armstrong,5,1,1,13,
05/07/2022,Bedford,2,2,3,3,
05/16/2022,Northampton,44,25,60,216,
05/07/2022,Blair,7,5,8,22,
05/07/2022,Bradford,7,8,1,8,
12/28/2021,Carbon,77,32,263,,
05/07/2022,Butler,13,7,18,52,
05/07/2022,Cameron,,,,1,
05/07/2022,Carbon,2,6,2,13,
11/07/2022,Franklin,13,6,,,238
10/17/2021,Philadelphia,504,478,488,,
05/07/2022,Clarion,,2,,6,
05/07/2022,Clearfield,2,5,3,6,
05/07/2022,Clinton,,4,3,8,
05/07/2022,Crawford,7,5,9,18,
04/05/2021,Chester,3595,2764,,,
05/07/2022,Elk,2,,3,7,
03/18/2021,Philadelphia,10517,3706,,,
05/07/2022,Fayette,5,6,4,22,
05/07/2022,Forest,,1,,1,
05/07/2022,Franklin,6,7,4,23,
05/07/2022,Fulton,,1,1,1,
05/07/2022,Greene,1,2,1,5,
05/07/2022,Huntingdon,1,1,,2,
05/07/2022,Indiana,3,5,6,19,
05/07/2022,Jefferson,5,2,2,8,
01/13/2021,Northumberland,133,47,,,
06/19/2022,Erie,4,4,2,13,
01/14/2022,Lancaster,589,232,1417,,
05/07/2022,Lawrence,5,6,7,9,
05/07/2022,Lebanon,1,9,2,31,
11/10/2022,Out-of-State,67,47,,,794
06/22/2022,Montgomery,369,89,212,285,
05/07/2022,Mercer,7,9,11,20,
05/07/2022,Mifflin,2,,1,5,
05/07/2022,Monroe,18,11,10,34,
09/29/2022,Cumberland,16,20,8,,579
05/07/2022,Montour,1,,1,3,
05/24/2022,Berks,51,45,63,308,
05/07/2022,Perry,2,4,4,11,
06/15/2021,Centre,109,195,,,
05/07/2022,Pike,6,7,7,6,
05/07/2022,Potter,,,1,2,
05/07/2022,Schuylkill,15,4,9,39,
05/07/2022,Snyder,1,4,1,16,
05/07/2022,Sullivan,,,,1,
05/07/2022,Susquehanna,5,3,1,11,
05/07/2022,Union,2,2,3,11,
05/07/2022,Venango,3,4,4,14,
05/07/2022,Warren,1,,2,10,
01/28/2022,Clinton,16,13,33,,
05/07/2022,Wayne,3,6,4,16,
10/31/2022,Westmoreland,7,7,,,560
12/05/2021,Allegheny,847,1115,1616,,
01/08/2022,Montgomery,936,555,1653,,
11/06/2021,Susquehanna,21,11,45,,
05/08/2022,Beaver,6,5,7,25,
05/08/2022,Bedford,,,,2,
05/08/2022,Bradford,1,2,,2,
04/02/2021,Warren,176,202,,,
07/13/2022,Somerset,3,7,7,25,
05/08/2022,Carbon,1,1,,6,
08/25/2022,Chester,116,103,96,63,
03/15/2022,Lancaster,49,74,103,,
05/08/2022,Clarion,,,,2,
05/08/2022,Clearfield,,,2,2,
05/08/2022,Clinton,,2,,,
05/08/2022,Columbia,2,2,,3,
05/08/2022,Crawford,1,,,5,
10/17/2021,Wyoming,6,5,7,,
05/08/2022,Delaware,23,27,25,113,
05/08/2022,Elk,3,,1,1,
08/30/2021,York,354,350,58,,
02/18/2021,Lackawanna,230,701,,,
05/08/2022,Huntingdon,2,2,,3,
05/08/2022,Indiana,,2,1,4,
05/08/2022,Jefferson,2,,,2,
05/08/2022,Juniata,,1,,,
10/10/2022,Northumberland,7,2,,,159
05/08/2022,Lawrence,2,4,7,19,
05/08/2022,Lebanon,1,7,5,10,
04/26/2021,Schuylkill,377,328,,,
05/08/2022,Lycoming,1,4,2,7,
05/08/2022,Mckean,,2,1,3,
02/26/2021,Lancaster,1876,2121,,,
05/08/2022,Mifflin,,3,,1,
11/08/2022,Tioga,1,1,,,46
04/05/2022,Lancaster,65,73,105,511,
05/08/2022,Montour,1,,1,1,
06/16/2022,Cumberland,34,30,58,118,
05/08/2022,Northumberland,2,1,,14,
05/08/2022,Perry,1,,1,4,
05/08/2022,Pike,,1,1,6,
05/08/2022,Schuylkill,6,,5,12,
05/08/2022,Snyder,,,,1,
05/08/2022,Somerset,1,,3,3,
05/08/2022,Sullivan,,,,1,
05/08/2022,Susquehanna,,,1,1,
05/08/2022,Tioga,,1,,1,
05/08/2022,Union,,,1,4,
05/08/2022,Venango,1,,3,4,
05/08/2022,Warren,,1,,3,
10/01/2021,Philadelphia,1682,1946,2132,,
05/08/2022,Wayne,1,,2,,
07/03/2021,Berks,190,288,,,
05/08/2022,Wyoming,2,1,,6,
05/08/2022,York,11,9,16,44,
05/09/2022,Adams,5,11,21,69,
03/04/2021,Lycoming,643,497,,,
05/09/2022,Armstrong,5,7,11,28,
05/09/2022,Beaver,18,18,23,68,
05/09/2022,Bedford,3,2,3,22,
09/29/2022,Berks,32,24,,,602
05/09/2022,Blair,8,11,12,64,
05/13/2021,Pike,93,133,,,
08/08/2022,Cumberland,55,49,41,60,
10/29/2021,Luzerne,264,215,1824,,
05/09/2022,Cameron,,,1,6,
10/13/2022,Jefferson,,,,,94
02/11/2022,Mckean,6,17,17,,
05/09/2022,Clarion,2,6,2,10,
02/09/2021,Mercer,521,165,,,
05/09/2022,Clinton,4,3,6,39,
08/16/2022,York,75,27,77,145,
05/09/2022,Crawford,6,8,10,33,
08/08/2022,Franklin,33,10,21,45,
05/09/2022,Elk,3,3,2,19,
11/05/2021,Butler,213,122,739,,
07/07/2021,York,263,543,,,
05/09/2022,Forest,,1,2,40,
05/09/2022,Franklin,10,10,17,104,
05/09/2022,Fulton,,1,,1,
04/02/2021,Perry,156,127,,,
05/09/2022,Huntingdon,5,1,4,32,
05/09/2022,Indiana,10,7,3,26,
05/09/2022,Jefferson,1,3,2,12,
05/09/2022,Juniata,1,1,2,8,
10/18/2022,Cumberland,13,18,,,541
05/09/2022,Lawrence,7,14,5,38,
05/09/2022,Lebanon,21,16,21,93,
04/28/2021,Schuylkill,328,1194,,,
02/19/2021,Forest,57,38,,,
05/09/2022,Mckean,4,1,3,43,
05/09/2022,Mercer,4,7,14,39,
08/18/2021,Franklin,161,100,17,,
02/12/2021,Cambria,587,177,,,
05/09/2022,Montour,1,2,6,43,
03/01/2021,Northampton,570,802,,,
10/01/2022,Dauphin,2,7,2,,258
01/10/2022,Carbon,48,34,101,,
05/09/2022,Potter,,5,1,3,
05/09/2022,Snyder,1,1,7,21,
05/09/2022,Sullivan,,,1,2,
05/09/2022,Susquehanna,1,4,4,29,
05/09/2022,Tioga,2,6,4,23,
01/21/2021,Clearfield,182,38,,,
05/09/2022,Venango,5,9,3,38,
05/09/2022,Warren,1,4,6,45,
09/03/2021,Allegheny,851,840,395,,
11/12/2021,Mercer,110,48,262,,
04/13/2022,Franklin,19,21,29,153,
11/29/2021,Fayette,122,70,327,,
10/13/2022,Mckean,1,2,,,51
03/13/2021,Lawrence,164,313,,,
10/21/2021,Northumberland,19,28,94,,
05/10/2022,Bedford,4,1,4,21,
05/10/2022,Bradford,4,18,13,53,
08/03/2022,Bedford,4,1,2,4,
04/12/2021,Berks,1396,1528,,,
05/10/2022,Cameron,,,,2,
05/10/2022,Carbon,4,6,18,48,
02/18/2021,Fayette,178,169,,,
10/24/2021,Dauphin,87,82,213,,
05/10/2022,Clarion,5,1,3,3,
05/10/2022,Clinton,4,11,6,41,
05/10/2022,Columbia,5,12,13,49,
09/30/2021,Pike,39,38,23,,
01/19/2021,Cambria,200,300,,,
06/22/2021,Schuylkill,128,185,,,
10/19/2021,Clinton,86,19,51,,
05/10/2022,Elk,4,1,2,10,
11/19/2021,Lehigh,700,175,1859,,
05/10/2022,Fayette,17,14,15,95,
05/10/2022,Forest,,,1,3,
02/14/2022,Dauphin,64,137,111,,
05/10/2022,Fulton,,,1,,
05/10/2022,Greene,6,2,7,37,
05/10/2022,Huntingdon,3,3,5,29,
08/31/2022,Lancaster,97,30,36,77,
05/10/2022,Jefferson,1,3,1,12,
05/10/2022,Juniata,2,,3,6,
11/24/2021,Franklin,152,74,259,,
09/04/2022,Bucks,6,5,1,,113
05/10/2022,Lebanon,16,16,26,142,
11/16/2021,Northumberland,72,24,271,,
02/17/2021,Fayette,442,229,,,
03/19/2022,Mercer,4,5,10,,
05/27/2021,Allegheny,1585,2825,,,
05/10/2022,Mercer,3,14,8,43,
05/10/2022,Mifflin,4,3,4,38,
05/10/2022,Montour,5,2,4,17,
05/08/2021,Snyder,44,198,,,
07/23/2021,Luzerne,311,291,,,
05/10/2022,Perry,3,8,7,21,
11/01/2022,Lackawanna,5,10,,,455
05/10/2022,Pike,8,7,10,37,
05/10/2022,Potter,,4,2,22,
12/31/2020,Cumberland,130,,,,
05/24/2021,Lancaster,919,2225,,,
09/11/2021,Luzerne,201,163,27,,
05/10/2022,Susquehanna,2,9,4,32,
05/10/2022,Tioga,4,6,9,35,
05/10/2022,Warren,2,7,6,36,
05/10/2022,Washington,24,36,35,122,
05/10/2022,Wayne,1,8,3,31,
12/01/2021,Lycoming,169,104,547,,
06/07/2022,Out-of-State,166,83,81,62,
03/12/2021,Philadelphia,9935,5289,,,
08/11/2021,Cumberland,202,163,,,
05/11/2022,Armstrong,12,9,8,32,
05/22/2021,Susquehanna,10,80,,,
07/14/2022,Lawrence,19,7,8,33,
04/09/2021,Northumberland,166,677,,,
11/07/2022,Westmoreland,10,11,,,605
12/18/2020,Westmoreland,645,,,,
05/11/2022,Bradford,5,11,14,38,
10/08/2021,Franklin,138,158,218,,
11/13/2021,Luzerne,429,98,479,,
05/11/2022,Cameron,,1,,,
05/11/2022,Carbon,3,6,5,24,
03/02/2021,Blair,686,187,,,
05/22/2021,Beaver,190,259,,,
05/11/2022,Clarion,1,1,2,2,
05/11/2022,Clearfield,8,13,7,77,
10/07/2022,Blair,3,1,2,,217
05/11/2022,Columbia,4,10,10,54,
09/28/2022,Dauphin,20,10,1,,475
07/05/2022,Butler,37,13,20,34,
11/02/2022,Lycoming,6,7,,,166
05/11/2022,Elk,4,2,1,9,
05/11/2022,Fayette,11,15,19,82,
05/11/2022,Forest,2,4,5,40,
09/03/2021,Chester,262,388,126,,
05/11/2022,Fulton,,,,2,
05/11/2022,Greene,2,1,7,46,
05/11/2022,Huntingdon,3,8,6,21,
06/04/2021,Blair,99,305,,,
05/11/2022,Jefferson,3,,2,21,
02/12/2021,York,1107,646,,,
05/05/2021,Bradford,69,411,,,
01/13/2021,Pike,129,3,,,
10/03/2022,Montgomery,72,85,23,,2587
10/01/2021,Snyder,12,31,60,,
10/04/2022,Lancaster,33,33,6,,1045
05/11/2022,Mifflin,1,2,4,23,
11/14/2021,Monroe,67,21,63,,
05/03/2021,Northumberland,69,229,,,
05/11/2022,Montour,3,5,2,14,
06/16/2022,Schuylkill,22,19,16,81,
01/12/2021,Lawrence,123,71,,,
12/05/2021,Erie,139,86,218,,
01/20/2022,Luzerne,216,219,394,,
05/11/2022,Pike,6,10,6,30,
05/11/2022,Potter,4,5,2,13,
05/11/2022,Snyder,2,,8,28,
05/11/2022,Somerset,5,9,12,31,
05/11/2022,Sullivan,,,2,4,
05/11/2022,Susquehanna,1,4,7,24,
05/11/2022,Tioga,5,7,6,27,
05/11/2022,Union,3,5,3,32,
05/11/2022,Venango,6,5,3,17,
01/14/2021,York,839,182,,,
07/12/2021,Centre,34,57,,,
03/07/2022,Washington,27,24,39,,
09/09/2022,Snyder,2,1,,,18
02/24/2021,Butler,468,1205,,,
07/15/2021,Carbon,31,37,,,
05/12/2022,Bedford,4,4,,9,
10/07/2022,Philadelphia,362,383,416,2,2165
08/13/2021,Clinton,38,24,2,,
05/12/2022,Bradford,13,10,13,31,
09/15/2021,Bucks,335,513,153,,
12/14/2021,Dauphin,470,277,1154,,
02/17/2022,Bedford,14,3,5,,
03/11/2022,Philadelphia,318,493,496,,
04/19/2021,Wyoming,61,102,,,
05/12/2022,Clarion,4,6,6,27,
05/12/2022,Clearfield,3,4,13,63,
05/12/2022,Clinton,3,4,5,21,
05/12/2022,Crawford,9,15,12,73,
07/08/2022,Butler,52,17,34,121,
10/20/2022,Lancaster,21,17,,,1191
05/12/2022,Elk,,1,3,20,
10/04/2022,Erie,12,15,1,,496
05/12/2022,Forest,,2,,1,
04/10/2021,Wayne,155,600,,,
05/12/2022,Fulton,1,1,,,
05/12/2022,Greene,6,6,7,31,
05/12/2022,Huntingdon,5,5,11,64,
05/12/2022,Indiana,11,2,13,31,
04/14/2022,Cambria,14,14,22,137,
05/12/2022,Juniata,3,1,3,5,
11/12/2022,Washington,5,2,,,165
04/08/2021,Elk,308,32,,,
05/12/2022,Lawrence,5,10,7,47,
05/12/2022,Lebanon,20,17,22,48,
05/09/2022,Lancaster,48,69,81,515,
05/20/2022,Wyoming,4,4,5,23,
05/12/2021,Montour,11,49,,,
05/12/2022,Mckean,7,4,7,27,
05/12/2022,Mercer,14,10,21,55,
05/12/2022,Mifflin,3,,8,27,
05/11/2021,Out-of-State,994,3110,,,
02/05/2021,Adams,312,98,,,
04/11/2021,Erie,261,59,,,
05/12/2022,Northumberland,12,11,12,91,
02/24/2021,Juniata,56,55,,,
10/22/2022,Somerset,,,,,89
01/28/2021,Elk,94,66,,,
05/12/2022,Potter,3,,1,2,
07/26/2022,Lebanon,13,9,17,50,
01/12/2022,Wayne,53,37,129,,
05/12/2022,Sullivan,1,,,3,
05/12/2022,Susquehanna,3,5,5,33,
05/12/2022,Tioga,1,3,5,22,
05/12/2022,Venango,,11,8,25,
05/12/2022,Warren,5,5,4,23,
10/31/2022,Crawford,,1,,,94
09/16/2022,Warren,,1,,,37
10/28/2021,Fayette,104,84,528,,
05/12/2022,Wyoming,4,3,1,31,
03/12/2021,Erie,471,1538,,,
02/10/2021,Huntingdon,114,177,,,
02/24/2022,Cumberland,81,126,87,,
10/15/2021,Indiana,22,36,68,,
05/13/2022,Armstrong,7,8,14,51,
08/15/2022,Crawford,4,4,4,17,
05/27/2022,Cumberland,68,68,84,236,
05/01/2022,Berks,14,18,18,77,
05/13/2022,Blair,11,12,14,74,
05/13/2022,Bradford,9,11,6,35,
02/28/2021,Huntingdon,32,38,,,
01/07/2021,Dauphin,342,17,,,
04/08/2021,Beaver,517,1458,,,
05/13/2022,Cameron,2,,,2,
11/05/2021,Bradford,91,28,197,,
11/05/2022,Sullivan,,,,,5
05/13/2022,Clarion,4,3,6,12,
05/13/2022,Clinton,2,7,3,29,
03/30/2022,Philadelphia,348,414,493,578,
04/13/2021,Dauphin,2187,722,,,
11/04/2021,Lebanon,124,75,453,,
11/19/2021,Lebanon,166,88,343,,
05/10/2021,Northampton,685,1502,,,
02/11/2021,Forest,55,40,,,
05/13/2022,Elk,2,2,1,9,
05/13/2022,Fayette,17,14,18,87,
05/13/2022,Forest,2,,2,7,
09/16/2022,Lehigh,28,30,14,,834
05/13/2022,Fulton,,2,3,13,
05/13/2022,Greene,1,5,1,31,
12/18/2020,Allegheny,1566,,,,
09/01/2022,Lackawanna,18,21,3,19,
05/13/2022,Juniata,3,4,,16,
05/13/2022,Lebanon,15,25,21,88,
09/04/2021,Schuylkill,45,82,4,,
04/23/2022,Lebanon,14,7,17,129,
05/13/2022,Lycoming,10,11,23,73,
05/13/2022,Mckean,3,7,6,7,
04/10/2021,Northampton,1631,967,,,
04/14/2022,Chester,115,149,152,682,
04/10/2021,Erie,479,757,,,
05/13/2022,Montour,1,3,5,21,
10/12/2022,Dauphin,15,12,1,,826
10/17/2022,Lycoming,6,6,,,230
05/13/2022,Perry,5,6,6,25,
12/24/2021,Lawrence,15,16,26,,
05/13/2022,Potter,1,,3,2,
12/19/2021,Fayette,59,24,99,,
04/10/2021,Snyder,374,185,,,
05/13/2022,Somerset,9,6,10,29,
05/13/2022,Sullivan,1,,,20,
10/20/2021,Erie,168,87,540,,
05/13/2022,Tioga,6,5,11,47,
10/25/2022,Erie,11,14,,,610
08/08/2021,Delaware,318,166,,,
08/28/2021,Montgomery,494,552,190,,
07/01/2021,Pike,28,50,,,
02/10/2021,Bradford,189,122,,,
09/07/2022,Montgomery,106,98,34,,1317
10/25/2022,Centre,12,18,,,374
05/14/2022,Armstrong,3,1,4,11,
05/14/2022,Bedford,1,5,2,4,
05/03/2021,Monroe,494,784,,,
05/14/2022,Blair,5,2,10,24,
10/29/2021,Centre,122,51,509,,
01/02/2022,Delaware,392,115,544,,
05/14/2022,Cambria,7,6,9,28,
09/21/2021,Centre,48,92,44,,
11/05/2022,Schuylkill,2,4,,,69
05/14/2022,Clarion,1,4,1,9,
05/14/2022,Clearfield,2,5,2,14,
05/14/2022,Clinton,4,1,4,15,
05/14/2022,Crawford,3,3,5,20,
03/24/2022,Perry,1,1,1,,
05/14/2022,Elk,1,2,2,8,
04/07/2022,Centre,18,30,32,535,
05/14/2022,Fayette,8,8,7,40,
09/26/2021,Allegheny,382,340,871,,
05/14/2022,Fulton,,,,4,
05/14/2022,Greene,2,4,1,5,
06/17/2021,Adams,45,143,,,
11/04/2022,Wayne,1,,,,140
08/15/2021,Jefferson,7,7,2,,
05/14/2022,Jefferson,2,,3,14,
05/14/2022,Juniata,2,,2,,
03/11/2021,Forest,31,36,,,
05/14/2022,Lawrence,3,7,6,13,
01/18/2021,Dauphin,265,201,,,
02/10/2022,Delaware,256,278,310,,
05/14/2022,Lycoming,3,3,14,30,
05/14/2022,Mckean,2,3,3,9,
05/14/2022,Mercer,3,2,9,13,
11/04/2021,Chester,1236,234,2257,,
11/11/2022,Montgomery,55,47,,,2311
05/14/2022,Montour,4,,3,4,
05/28/2021,Delaware,871,1439,,,
05/14/2022,Northumberland,3,7,9,23,
05/14/2022,Perry,,1,1,7,
07/06/2022,Mifflin,4,3,7,35,
12/20/2021,Jefferson,36,20,95,,
05/14/2022,Potter,,,,2,
05/14/2022,Schuylkill,8,7,8,33,
05/14/2022,Snyder,6,2,5,16,
05/14/2022,Somerset,3,7,3,4,
05/14/2022,Sullivan,,,1,2,
05/14/2022,Susquehanna,,2,1,2,
05/14/2022,Tioga,1,,2,2,
05/14/2022,Union,1,2,4,8,
05/14/2022,Venango,3,2,2,9,
05/14/2022,Warren,4,3,8,22,
03/10/2021,Lawrence,213,380,,,
05/14/2022,Wayne,1,1,2,7,
04/03/2021,Crawford,52,30,,,
05/14/2022,Wyoming,1,1,2,5,
01/07/2021,Cambria,330,14,,,
04/01/2021,Monroe,1018,744,,,
05/15/2022,Armstrong,1,5,3,4,
05/15/2022,Beaver,3,7,7,25,
05/15/2022,Bedford,3,,,2,
02/22/2022,Out-of-State,295,135,112,,
05/15/2022,Blair,2,3,2,11,
05/15/2022,Bradford,2,1,,1,
10/25/2022,Lancaster,28,24,,,1195
10/30/2022,Montour,,,,,6
05/29/2021,Lancaster,541,825,,,
07/02/2022,Berks,23,26,34,51,
05/15/2022,Clarion,,,1,3,
05/15/2022,Clinton,,,1,2,
05/15/2022,Crawford,3,2,3,15,
12/18/2020,York,141,,,,
01/14/2021,Luzerne,946,69,,,
09/02/2021,Lycoming,94,97,27,,
05/15/2022,Elk,3,1,,3,
05/15/2022,Erie,7,12,12,68,
05/15/2022,Fayette,5,5,3,13,
05/15/2022,Forest,,,1,1,
05/15/2022,Franklin,3,1,1,7,
05/15/2022,Greene,,2,,1,
05/15/2022,Huntingdon,,1,,1,
05/15/2022,Indiana,4,4,3,9,
05/15/2022,Jefferson,1,1,,,
05/15/2022,Juniata,1,,,,
12/09/2021,Indiana,60,43,203,,
05/15/2022,Lawrence,3,7,7,8,
02/09/2022,Union,11,16,79,,
03/24/2022,Montgomery,71,86,92,,
05/15/2022,Lycoming,1,3,,7,
05/15/2022,Mckean,1,,2,2,
05/15/2022,Mercer,2,2,8,12,
01/04/2021,Bucks,973,69,,,
